#100NEWSALON,#100NEWSALON,UÑAS POSTIZAS,WNNN,WWNN,WONN,SNNN,ZUNN,CAJ,100,,,ARTICULOS DE BELLEZA,MANOS Y PIES,UÑAS,CARTON
000000116299,JCA9181,ARETA,VUNN,VOUN,UPUN,ONNN,YYUN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000115902,JCA9182,ARETE RODIO,VUNN,VONN,UONN,ONNN,YYUN,PAR,2.0,,6675,RODINADO,ARETES,GENERAL,GENERAL
000000115995,JCA9188,ARETA,VNNN,VVNN,UYNN,PNNN,YNNN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000115988,JCA9196,ARETA,PUNN,OWUN,ZZNUN,ZRNNN,VYUN,UND,,,,COVER GOLD,ARETES,GENERAL,GENERAL
000000161763,JCA9532,ARETE RODIO,VUNN,UNNN,SNNN,ONNN,YYUN,PAR,2.0,,6673,RODINADO,ARETES,GENERAL,GENERAL
000000161749,JCA9534,ARETE RODIO,UNNN,UUNN,RNNN,ZNNNN,YUNN,PAR,2.0,,6677,RODINADO,ARETES,GENERAL,GENERAL
000000161770,JCA9588,ARETA,UNNN,UUNN,SUNN,ZNNNN,YUNN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000161992,JCA9589,ARETE RODIO,VNNN,VUNN,UUNN,PNNN,YNNN,PAR,2 CM,,,RODINADO,ARETES,GENERAL,GENERAL
,JCA9591,ARETE RODIO,VUNN,UNNN,SNNN,ONNN,YYUN,PAR,0,,6687,RODINADO,ARETES,GENERAL,GENERAL
000000161695,JCA9670,ARETE RODIO,YPNN,WNNN,VNNN,USNN,ZVNN,PAR,1.0,,6683,RODINADO,ARETES,GENERAL,GENERAL
000000161879,JCA9693,ARETA,RNNN,RRNN,OZNN,ZVNNN,WUNN,UND,,,7585,COVER GOLD,ARETES,GENERAL,GENERAL
000000161954,JCA9694,ARETE RODIO,SNNN,SSNN,RPNN,ZYNNN,WNNN,PAR,1.8 CM,,7585,RODINADO,ARETES,GENERAL,GENERAL
000000162227,JCA9695,ARETE RODIO,UUNN,SNNN,RYNN,ZZNNN,YRUN,PAR,1.0,,6681,RODINADO,ARETES,GENERAL,GENERAL
000000161824,JCA9761,ARETA,SUNN,RZUN,PVUN,ZWNNN,WYUN,UND,,,7585,COVER GOLD,ARETES,GENERAL,GENERAL
000000161831,JCA9762,ARETE RODIO,UNNN,UUNN,SUNN,ZNNNN,YUNN,PAR,0,,6687,RODINADO,ARETES,GENERAL,GENERAL
,JCA9771,ARETA,ZVUNN,ZUOUN,ZPPUN,YONNN,RYUN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000197755,JCAT0001,ARETA FINA,RUNN,PYUN,ORUN,ZUNNN,WRUN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000197960,JCAT0002,ARETA FINA,RUNN,PYUN,ORUN,ZUNNN,WRUN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000197984,JCAT0003,ARETA FINA,ZNUNN,ZZUUN,ZWSUN,YZNNN,UYUN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000198127,JCAT0004,ARETA FINA,ZNUNN,ZZUUN,ZWSUN,YZNNN,UYUN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000198035,JCAT0005,ARETA FINA,ZNNNN,ZZNNN,ZWNNN,YNNNN,UNNN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000198141,JCAT0006,ARETA FINA,ZYNNN,ZWYNN,ZUSNN,YVNNN,SNNN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000198202,JCAT0007,ARETA FINA,ZNNNN,ZZNNN,ZWNNN,YNNNN,UNNN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000198110,JCAT0008,ARETA FINA,ZWNNN,ZVWNN,ZSONN,YSNNN,SUNN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000198233,JCAT0009,ARETA FINA,OUNN,ZNVUN,ZYWUN,ZONNN,VRUN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000197717,JCAT0010,ARETA FINA,ZWUNN,ZVPUN,ZRUUN,YRNNN,SRUN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000197816,JCAT0011,ARETE COVER GOLD,SUNN,RNNN,ONNN,ZWNNN,WYUN,PAR,0,,7918-7920,COVER GOLD,ARETES,GENERAL,GENERAL
000000198158,JCAT0012,CANDONGA COVER GOLD,UUNN,SNNN,RYNN,ZZNNN,YRUN,PAR,1.5 MM,,6689,RODINADO,ARETES,GENERAL,GENERAL
000000197946,JCAT0013,ARETA FINA,RNNN,RRNN,OZNN,ZVNNN,WUNN,UND,,,7918,COVER GOLD,ARETES,GENERAL,GENERAL
000000197588,JCAT0014,ARETA FINA,UNNN,UUNN,SUNN,ZNNNN,YUNN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000198011,JCAT0015,ARETA FINA,SUNN,RZUN,PVUN,ZWNNN,WYUN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000198257,JCAT0016,ARETA FINA,UUNN,SNUN,RZUN,ZZNNN,YRUN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000197595,JCAT0017,ARETA FINA,WPNN,VYNN,VOUN,RSNN,ZONN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000197878,JCAT0018,ARETA FINA(7890,PUNN,OWUN,ZZNUN,ZRNNN,VYUN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000197861,JCAT0019,ARETA FINA7890-7892-7913-6694,PNNN,PPNN,ZNVNN,ZSNNN,VNNN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000197762,JCAT0020,ARETAFINA(7597-6688,RNNN,RRNN,OZNN,ZVNNN,WUNN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000197748,JCAT0021,ARETA FINA,PNNN,PPNN,ZNVNN,ZSNNN,VNNN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000198004,JCAT0022,ARETA FINA,RUNN,PYUN,ORUN,ZUNNN,WRUN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000197809,JCAT0023,ARETA FINA,PUNN,OWUN,ZZNUN,ZRNNN,VYUN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000198080,JCAT0024,ARETA FINA,ONNN,OONN,ZZRNN,ZPNNN,VUNN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000197731,JCAT0025,ARETA FINA,RNNN,RRNN,OZNN,ZVNNN,WUNN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000197632,JCAT0026,ARETA FINA,RUNN,PYUN,ORUN,ZUNNN,WRUN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000197724,JCAT0027,ARETA FINA,ONNN,OONN,ZZRNN,ZPNNN,VUNN,UND,,,,COVER GOLD,ARETES,GENERAL,GENERAL
000000198059,JCAT0028,ARETA FINA,SNNN,SSNN,RPNN,ZYNNN,WNNN,UND,,,,COVER GOLD,ARETES,GENERAL,GENERAL
000000197847,JCAT0029,ARETA FINA,SNNN,SSNN,RPNN,ZYNNN,WNNN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000198189,JCAT0129,ARETA FINA,YPNN,WZNN,WSUN,USNN,ZVNN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000198042,JCAT0130,ARETA FINA,UUNN,SNUN,RZUN,ZZNNN,YRUN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000197687,JCAT0132,ARETA FINA,SUNN,RZUN,PVUN,ZWNNN,WYUN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000198240,JCAT0133,ARETE COVER GOLD,ZYNNN,ZWNNN,ZSUNN,YVNNN,SNNN,PAR,2.0X1.0,,7898,GENERAL,GENERAL,GENERAL,GENERAL
,JCAT0134,ARETA FINA,SNNN,SSNN,RPNN,ZYNNN,WNNN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
,JCAT0135,ARETE COVER GOLD,RNNN,RRNN,OZNN,ZVNNN,WUNN,PAR,0,,6688,RODINADO,ARETES,GENERAL,GENERAL
000000197564,JCAT0136,ARETA FINA,SNNN,SSNN,RPNN,ZYNNN,WNNN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
,JCAT0137,ARETA FINA,ONNN,OONN,ZZRNN,ZPNNN,VUNN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000197694,JCAT0138,ARETA FINA,RUNN,PYUN,ORUN,ZUNNN,WRUN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000197601,JCAT0139,ARETA FINA,SUNN,RZUN,PVUN,ZWNNN,WYUN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000197991,JCAT0140,ARETA FINA,RNNN,RRNN,OZNN,ZVNNN,WUNN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000198066,JCAT0141,ARETA FINA,SNNN,SSNN,RPNN,ZYNNN,WNNN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000197939,JCAT0142,RETA FINA,RUNN,PYUN,ORUN,ZUNNN,WRUN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000197663,JCAT0143,ARETA FINA,PUNN,OWUN,ZZNUN,ZRNNN,VYUN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000197571,JCAT0144,ARETA FINA,ONNN,OONN,ZZRNN,ZPNNN,VUNN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000198219,JCAT0145,ARETA FINA,ZNNNN,ZZNNN,ZWNNN,YNNNN,UNNN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000197618,JCAT0146,ARETA FINA,ZNNNN,ZZNNN,ZWNNN,YNNNN,UNNN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000197670,JCAT0147,ARETA FINA,UNNN,UUNN,SUNN,ZNNNN,YUNN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000197779,JCAT0148,ARETA FINA,SNNN,SSNN,RPNN,ZYNNN,WNNN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000198264,JCAT0149,ARETA FINA,SNNN,SSNN,RPNN,ZYNNN,WNNN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000197915,JCAT0151,ARETA FINA,PNNN,PPNN,ZNVNN,ZSNNN,VNNN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000198196,JCAT1329,ARETA FINA,RNNN,RRNN,OZNN,ZVNNN,WUNN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000197977,JCAT1330,ARETE COVERGOLD,SUNN,RNNN,ONNN,ZWNNN,WYUN,PAR,1.0,,7899,COVER GOLD,ARETES,GENERAL,GENERAL
000000197953,JCAT1331,ARETA FINA,RNNN,RRNN,OZNN,ZVNNN,WUNN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000198097,JCAT1332,ARETA FINA,SUNN,RZUN,PVUN,ZWNNN,WYUN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000197168,JCAT1333,ARETE COVERGOLD,ZNUNN,ZZUNN,ZVUNN,YZNNN,UYUN,PAR,,,7929,COVER GOLD,ARETES,GENERAL,GENERAL
000000197854,JCAT1334,ARETA FINA,VUNN,VOUN,UPUN,ONNN,YYUN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000197892,JCAT1335,ARETA FINA,ZNNNN,ZZNNN,ZWNNN,YNNNN,UNNN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000197922,JCAT1336,ARETE COVER GOLD,UUNN,SNNN,RYNN,ZZNNN,YRUN,PAR,2.0,,7897,COVER GOLD,ARETES,GENERAL,GENERAL
000000198165,JCAT1337,ARETA FINA,UNNN,UUNN,SUNN,ZNNNN,YUNN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000197786,JCAT1338,ARETA FINA,SNNN,SSNN,RPNN,ZYNNN,WNNN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000197649,JCAT1339,ARETA FINA,WNNN,WWNN,WONN,SNNN,ZUNN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000197793,JCAT1340,ARETA FINA,SNNN,SSNN,RPNN,ZYNNN,WNNN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000197700,JCAT1341,ARETE COVERGOLD,UUNN,SNNN,RUNN,ZZNNN,YRUN,PAR,1.5,,7903,COVER GOLD,ARETES,GENERAL,GENERAL
,JCAT1342,ARETE COVER GOLD,VNNN,VVNN,UYNN,PNNN,YNNN,PAR,1.0,,7914,COVER GOLD,ARETES,GENERAL,GENERAL
000000212038,JCAT1491,ARETE COVER GOLD,WUNN,WONN,VSNN,RNNN,ZRUN,PAR,1.0,,7898,COVER GOLD,ARETES,GENERAL,GENERAL
000000212045,JCAT1492,ARETA FINA,PNNN,PPNN,ZNVNN,ZSNNN,VNNN,UND,,,7918,COVER GOLD,ARETES,GENERAL,GENERAL
000000212014,JCAT1493,ARETA FINA,RUNN,PYUN,ORUN,ZUNNN,WRUN,UND,,,7909,GENERAL,GENERAL,GENERAL,GENERAL
000000213707,JCAT1494,ARETA FINA,WUNN,WPUN,VUUN,RNNN,ZRUN,UND,,,,RODINADO,ARETES,GENERAL,GENERAL
000000211765,JCAT1495,ARETE COVERGOLD,VUNN,UNNN,SNNN,ONNN,YYUN,PAR,0,,6689,RODINADO,ARETES,GENERAL,GENERAL
000000211758,JCAT1496,ARETE COVER GOLD,VUNN,VONN,UONN,ONNN,YYUN,PAR,2.0 CM,,6690,RODINADO,ARETES,GENERAL,GENERAL
000000211925,JCAT1497,ARETE COVERGOLD,SUNN,RYNN,PUNN,ZWNNN,WYUN,PAR,0,,6689,RODINADO,ARETES,GENERAL,GENERAL
000000211772,JCAT1498,ARETE COVERGOLD,VNNN,VVNN,UYNN,PNNN,YNNN,PAR,0,,6689,RODINADO,ARETES,GENERAL,GENERAL
000000212052,JCAT1499,ARETA FINA,SUNN,RZUN,PVUN,ZWNNN,WYUN,PAR,1,,7909,COVER GOLD,ARETES,GENERAL,GENERAL
000000214001,JCAT1500,ARETE COVER GOLD,UUNN,SNNN,RYNN,ZZNNN,YRUN,PAR,2.5,,6688,RODINADO,ARETES,GENERAL,GENERAL
000000212021,JCAT1501,ARETE COVER GOLD,UNNN,UUNN,SUNN,ZNNNN,YUNN,PAR,3CM,,6688-6690,COVER GOLD,ARETES,GENERAL,GENERAL
000000220385,JCAT1615,ARETA FINA,PNNN,PPNN,ZNVNN,ZSNNN,VNNN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000220484,JCAT1616,ARETA FINA,WNNN,WWNN,WONN,SNNN,ZUNN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000220255,JCAT1617,ARETE COVERGOLD,YYNN,YVNN,WNNN,VVNN,ZZNN,PAR,6MM,,7897,COVER GOLD,ARETES,GENERAL,GENERAL
000000220736,JCAT1618,ARETA FINA,VUNN,VOUN,UPUN,ONNN,YYUN,UND,,,7906,COVER GOLD,ARETES,GENERAL,GENERAL
000000220736,JCAT1619,ARETA FINA,RNNN,RRNN,OZNN,ZVNNN,WUNN,UND,,,7911,COVER GOLD,ARETES,GENERAL,GENERAL
000000220767,JCAT1620,ARETA FINA,UUNN,SNUN,RZUN,ZZNNN,YRUN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000220774,JCAT1621,ARETE COVERGOLD,RUNN,PWNN,OPNN,ZUNNN,WRUN,PAR,1.5X1.0,,7906,COVER GOLD,ARETES,GENERAL,GENERAL
000000220750,JCAT1622,ARETA FINA,SUNN,RZUN,PVUN,ZWNNN,WYUN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000220378,JCAT1623,ARETA FINA,VNNN,VVNN,UYNN,PNNN,YNNN,UND,,,,COVER GOLD,ARETES,GENERAL,GENERAL
000000220460,JCAT1624,ARETA FINA,VUNN,VOUN,UPUN,ONNN,YYUN,PAR,,,,COVER GOLD,ARETES,GENERAL,GENERAL
000000220798,JCAT1625,ARETE COVERGOLD,PNNN,ONNN,ZZNNN,ZSNNN,VNNN,PAR,2.0,,7897,COVER GOLD,ARETES,GENERAL,GENERAL
000000220262,JCAT1626,ARETA FINA,ZNUNN,ZZUUN,ZWSUN,YZNNN,UYUN,UND,,,,COVER GOLD,ARETES,GENERAL,GENERAL
000000220194,JCAT1627,ARETA FINA,SUNN,RNNN,ONNN,ZWNNN,WYUN,PAR,,,7906,COVER GOLD,ARETES,GENERAL,GENERAL
000000220811,JCAT1628,ARETE COVER GOLD,ONNN,ZNYNN,ZYUNN,ZPNNN,VUNN,PAR,3.0,,7899,COVER GOLD,ARETES,GENERAL,GENERAL
000000220156,JCAT1629,ARETE COVERGOLD,ZNNNN,ZZNNN,ZWNNN,YNNNN,UNNN,PAR,3.5,,7897,COVER GOLD,ARETES,GENERAL,GENERAL
000000220408,JCAT1630,ARETA FINA,OUNN,ZNVUN,ZYWUN,ZONNN,VRUN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000220125,JCAT1633,ARETA FINA,VNNN,VVNN,UYNN,PNNN,YNNN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000220217,JCAT1634,ARETA FINA,WUNN,WPUN,VUUN,RNNN,ZRUN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000220521,JCAT1635,ARETA FINA,YNNN,YYNN,YSNN,VNNN,ZNNN,UND,,,,COVER GOLD,ARETES,GENERAL,GENERAL
000000220651,JCAT1636,ARETA FINA,SNNN,SSNN,RPNN,ZYNNN,WNNN,UND,,,,COVER GOLD,ARETES,GENERAL,GENERAL
000000220705,JCAT1637,ARETA FINA,UNNN,UUNN,SUNN,ZNNNN,YUNN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000220781,JCAT1639,ARETE COVERGOLD,SUNN,RNNN,ONNN,ZWNNN,WYUN,PAR,1.0X1.0,,7896,COVER GOLD,ARETES,GENERAL,GENERAL
000000220422,JCAT1640,ARETA FINA,ONNN,OONN,ZZRNN,ZPNNN,VUNN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000220347,JCAT1641,ARETA FINA,YUNN,YRUN,WYUN,UNNN,ZYUN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000220323,JCAT1642,ARETA FINA,UNNN,UUNN,SUNN,ZNNNN,YUNN,UND,,,7619,COVER GOLD,ARETES,GENERAL,GENERAL
000000220538,JCAT1643,ARETA FINA,UNNN,UUNN,SUNN,ZNNNN,YUNN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000220439,JCAU0001,ARETA,ZSUN,ZPNN,YZUN,WWNN,PYU,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000220187,JCAU0002,ARETA,YNNN,YYNN,YSNN,VNNN,ZNNN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000220293,JCAU0003,ARETA,YNNN,YYNN,YSNN,VNNN,ZNNN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000062213,JCAU0004,ARETA,PNN,ONN,ZNUN,ZSNN,VNN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000062268,JCAU0005,ARETA,ZPNN,YNNN,YWUN,WSNN,ONN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000225120,JCAU0006,TOPO MURANO,OSNN,ZNYNN,ZYSNN,ZOYNN,VPNN,DOC,2CM,,2522,FANTASIA,ARETES,ECONOMICOS,GENERAL
000000222464,JCAU0007,ARETA,VNNN,VVNN,UYNN,PNNN,YNNN,UND,,,7908,COVER GOLD,ARETES,GENERAL,GENERAL
000000225274,JCAU0008,ARETE COVERGOLD,VUNN,VONN,UONN,ONNN,YYUN,PAR,8MM,,7896,COVER GOLD,ARETES,GENERAL,GENERAL
000000062220,JCAU0009,ARETE ECONOMICO,PVNN,ONNN,ZZVNN,ZSPNN,VYNN,DOC,4.0,,2354,FANTASIA,ARETES,ECONOMICOS,GENERAL
000000222426,JCAU0010,ARETE COVERGOLD,VUNN,UNNN,SNNN,ONNN,YYUN,PAR,1.0,,7897,COVER GOLD,ARETES,GENERAL,GENERAL
000000062206,JCAU0011,ARETA,ZWNN,ZVUN,ZRNN,YSNN,SUN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000220491,JCAU0012,ARETE COVERGOLD,VNNN,VVNN,UYNN,PNNN,YNNN,PAR,0,,6688,RODINADO,ARETES,GENERAL,GENERAL
000000220118,JCAU0013,ARETA,WNNN,WWNN,WONN,SNNN,ZUNN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000222457,JCAU0014,ARETE COVERGOLD,UNNN,UUNN,RNNN,ZNNNN,YUNN,PAR,1.5,,7897,COVER GOLD,ARETES,GENERAL,GENERAL
000000220637,JCAU0015,ARETE COVERGOLD,UNNN,UUNN,SUNN,ZNNNN,YUNN,PAR,1.5,,7896,COVER GOLD,ARETES,GENERAL,GENERAL
000000220804,JCAU0016,ARETE COVERGOLD,UUNN,SNNN,RUNN,ZZNNN,YRUN,PAR,1.5,,7899,COVER GOLD,ARETES,GENERAL,GENERAL
000000222433,JCAU0017,ARETA FINA,UUNN,SNUN,RZUN,ZZNNN,YRUN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000220835,JCAU0018,ARETE COVERGOLD,UUNN,SNNN,RUNN,ZZNNN,YRUN,PAR,1.0,,7921,COVER GOLD,ARETES,GENERAL,GENERAL
000000220712,JCAU0020,ARETA FINA,SNNN,SSNN,RPNN,ZYNNN,WNNN,UND,,,,COVER GOLD,ARETES,GENERAL,GENERAL
000000222471,JCAU0021,ARETA FINA,SUNN,RZUN,PVUN,ZWNNN,WYUN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000220613,JCAU0022,ARETE COVERGOLD,SUNN,RYNN,PUNN,ZWNNN,WYUN,PAR,0,,6689,RODINADO,ARETES,GENERAL,GENERAL
000000220828,JCAU0023,ARETA FINA,SUNN,RZUN,PVUN,ZWNNN,WYUN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000220545,JCAU0024,ARETE COVERGOLD,RNNN,RRNN,OZNN,ZVNNN,WUNN,PAR,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000220361,JCAU0025,ARETA FINA,RNNN,RRNN,OZNN,ZVNNN,WUNN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000220743,JCAU0026,ARETE COVERGOLD,RUNN,PWNN,OPNN,ZUNNN,WRUN,PAR,1.0,,7896-7899,COVER GOLD,ARETES,GENERAL,GENERAL
000000220583,JCAU0027,ARETA FINA,RUNN,PYUN,ORUN,ZUNNN,WRUN,PAR,,,7920,COVER GOLD,ARETES,GENERAL,GENERAL
000000220309,JCAU0028,ARETE COVERGOLD,RUNN,PWNN,OPNN,ZUNNN,WRUN,PAR,0,,6689,RODINADO,ARETES,GENERAL,GENERAL
000000222440,JCAU0029,ARETA FINA,PNNN,PPNN,ZNVNN,ZSNNN,VNNN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000220507,JCAU0031,ARETE COVERGOLD,PUNN,OUNN,ZYNNN,ZRNNN,VYUN,PAR,1.0,,7899,COVER GOLD,ARETES,GENERAL,GENERAL
,JCAU0032,ARETA FINA,PUNN,OWUN,ZZNUN,ZRNNN,VYUN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000220477,JCAU0033,ARETE COVER GOLD,ONNN,OONN,ZZRNN,ZPNNN,VUNN,PAR,1.5,,7897,COVER GOLD,ARETES,GENERAL,GENERAL
,JCAU0034,ARETA FINA,ONNN,OONN,ZZRNN,ZPNNN,VUNN,UND,,,,PENDIENTE POR CARGAR,GENERAL,GENERAL,GENERAL
000000220163,JCAU0035,ARETA FINA,OUNN,ZNVUN,ZYWUN,ZONNN,VRUN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000220590,JCAU0036,ARETA FINA,OUNN,ZNVUN,ZYWUN,ZONNN,VRUN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000220842,JCAU0037,ARETE COVER GOLD,ZNNNN,ZZNNN,ZWNNN,YNNNN,UNNN,PAR,1.0,,7896,COVER GOLD,ARETES,GENERAL,GENERAL
000000220415,JCAU0038,ARETE COVER GOLD,ZNNNN,ZZNNN,ZVNNN,YNNNN,UNNN,PAR,3.0,,7898,COVER GOLD,ARETES,GENERAL,GENERAL
000000220316,JCAU0040,ARETE COVERGOLD,ZNNNN,ZZNNN,ZVNNN,YNNNN,UNNN,PAR,5.0,,7899,COVER GOLD,ARETES,GENERAL,GENERAL
000000012188,JCAU0112,TOPO MURANO,ZSYNN,ZRPNN,YZSNN,WYVNN,PZNN,DOC,2.0CM,,2356,FANTASIA,FANTASIA CON CIRCON,ARETES CON CIRCÓN,GENERAL
000000012645,JCAU0116,ARETA,ZUNN,ZSUN,ZOUN,WNNN,RUN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000012508,JCAU0123,CANDONGA MURANO,ZSYNN,ZPNNN,YZNNN,WYUNN,PZNN,DOC,2.5CM,,2382,FANTASIA,FANTASIA CON CIRCON,ARETES CON CIRCÓN,GENERAL
000000012256,JCAU0133,ARETA,ZUNN,ZSUN,ZOUN,WNNN,RUN,UND,,,,FANTASIA,FANTASIA CON CIRCON,ARETES CON CIRCÓN,GENERAL
000000014908,JCAU0134,ARETA,ZVNN,ZUUN,ZPNN,YPNN,RNN,UND,,,,FANTASIA,FANTASIA CON CIRCON,ARETES CON CIRCÓN,GENERAL
000000014816,JCAU0140,ARETA,ZVNN,ZUUN,ZPNN,YPNN,RNN,UND,,,,FANTASIA,FANTASIA CON CIRCON,ARETES CON CIRCÓN,GENERAL
000000012249,JCAU0145,ARETA,WNNN,WWNN,WONN,SNNN,ZUNN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000012287,JCAU0184,ARETA,ZWUN,ZUNN,ZRUN,YRNN,SRU,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000012157,JCAU0324,ARETA,ZUNN,ZSUN,ZOUN,WNNN,RUN,UND,,,,FANTASIA,FANTASIA CON CIRCON,ARETES CON CIRCÓN,GENERAL
000000012713,JCAU0388,ARETA,WUNN,WPUN,VUUN,RNNN,ZRUN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000231398,JCAU0829,ARETE COVER GOLD,RNNN,RUNN,ZNNNN,ZVNNN,WUNN,PAR,3.5,,,COVER GOLD,ARETES,GENERAL,GENERAL
000000231329,JCAU0830,ARETA COVER GOLD,WPNN,VYNN,VOUN,RSNN,ZONN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000231312,JCAU0831,ARETE COVERGOLD,UNNN,UUNN,SUNN,ZNNNN,YUNN,PAR,1.0,,7914,COVER GOLD,ARETES,GENERAL,GENERAL
000000231459,JCAU0832,ARETA COVER GOLD,VPNN,UWNN,SYUN,OSNN,YVNN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000231374,JCAU0833,ARETA COVER GOLD,UNNN,UUNN,SUNN,ZNNNN,YUNN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000231503,JCAU0835,ARETA COVER GOLD,VUNN,VOUN,UPUN,ONNN,YYUN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
000000231411,JCAU0836,ARETA COVER GOLD,SUNN,RZUN,PVUN,ZWNNN,WYUN,UND,,,,GENERAL,GENERAL,GENERAL,GENERAL
